sentence,label
my spouse helped me with my hydration reminder after breakfast,1
I spent for two hours playing a game with Judy during the day,0
I spent for a short time going for a walk with Charlie during the day,0
I spent for a short time reading a book with Bob in the evening,0
I practiced my weight check with the herbalist before bed,1
I practiced my symptom tracking with the therapist at night,1
I was using the e-reader to look up more about fishing in the evening,0
I noticed the phone was dusty while I was doing a puzzle in the evening,0
my companion helped me with my appointment in the morning,1
I practiced my social engagement with the pharmacist in the evening,1
I noticed the remote control was dusty while I was doing a puzzle during the day,0
I spent for an hour watching a movie with Alice at night,0
I misplaced the laptop while I was washing dishes after dinner,0
I spent for an hour watching a movie with Heidi in the afternoon,0
I spent for an hour watching a movie with Judy in the morning,0
I spent for an hour listening to music with Heidi in the evening,0
my family member helped me with my hydration reminder at night,1
I misplaced the tools while I was watering the plants in the evening,0
I spent for two hours watching a movie with Alice after dinner,0
I misplaced the remote control while I was organizing the closet at night,0
my support person helped me with my blood test at night,1
I spent for a short time going for a walk with Frank in the evening,0
I spent for a few minutes reading a book with Charlie in the morning,0
I spent for a few minutes watching a movie with Judy at night,0
I misplaced the laptop while I was folding laundry in the morning,0
I spent for a few minutes watching a movie with Heidi in the afternoon,0
I spent for a short time playing a game with Frank in the morning,0
I practiced my medication with the nurse before bed,1
I practiced my health monitoring with the therapist after dinner,1
I spent for an hour cooking dinner with Frank after breakfast,0
I practiced my medication with the personal trainer in the morning,1
I practiced my hydration reminder with the respite care provider after breakfast,1
my friend helped me with my medication before bed,1
I practiced my mental health check-in with the counselor in the afternoon,1
I spent for an hour watching a movie with Eve at night,0
I was using the radio to look up more about traveling in the afternoon,0
I spent for a few minutes going for a walk with Charlie after dinner,0
my helper helped me with my appointment during the day,1
I practiced my sleep routine with the hospice worker in the afternoon,1
I practiced my exercise with the occupational therapist before bed,1
my neighbor helped me with my emergency preparedness plan after breakfast,1
I spent for two hours reading a book with Eve during the day,0
I updated my aide about my confusion in the morning,1
I spent for a few minutes on my tablet at night,0
I spent for two hours painting with Eve in the afternoon,0
I invited Judy over for some collecting stamps after breakfast,0
I practiced my emergency preparedness plan with the endocrinologist in the morning,1
I practiced my exercise with the palliative care specialist at night,1
I practiced my exercise with the specialist in the morning,1
I spent for a while painting with Judy in the evening,0
I was using the e-reader to look up more about gardening after dinner,0
I practiced my social engagement with the optometrist in the morning,1
I practiced my medication with the audiologist after breakfast,1
I spent for two hours listening to music with Ivan during the day,0
I noticed the tools was dusty while I was cooking dinner before bed,0
I spent for an hour cooking dinner with Charlie after breakfast,0
I was using the TV to look up more about knitting in the evening,0
I practiced my social engagement with the occupational therapist at night,1
I spent for a few minutes going for a walk with Frank after breakfast,0
I spent for a while reading a book with Judy at night,0
I helped Heidi with watering the plants for a while,0
I practiced my mental health check-in with the endocrinologist before bed,1
I invited Frank over for some playing board games at night,0
my helper helped me with my mental health check-in before bed,1
I practiced my appointment with the acupuncturist in the afternoon,1
I misplaced the radio while I was organizing the closet at night,0
I practiced my blood test with the massage therapist in the evening,1
I practiced my mobility practice with the social worker before bed,1
I practiced traveling for an hour in the afternoon,0
I spent for an hour gardening with Alice after breakfast,0
I spent for two hours cooking dinner with Ivan before bed,0
I invited David over for some writing before bed,0
I updated my neighbor about my fatigue during the day,1
I practiced my appointment with the physiotherapist in the evening,1
I practiced my appointment with the audiologist during the day,1
I was using the gaming console to look up more about hiking after breakfast,0
I practiced my fall prevention measures with the nurse after dinner,1
I practiced volunteering for two hours in the evening,0
I practiced my fall prevention measures with the endocrinologist after dinner,1
I misplaced the laptop while I was mopping the floor at night,0
I was using the headphones to look up more about bird watching after dinner,0
I was using the smartwatch to look up more about playing music in the evening,0
I spent for a while doing a puzzle with Alice during the day,0
I practiced my medication with the endocrinologist in the morning,1
I spent for two hours reading a book with David before bed,0
my son helped me with my hygiene routine after dinner,1
I spent for a while reading a book with Grace at night,0
I invited Charlie over for some yoga in the morning,0
my helper helped me with my rehab exercises in the morning,1
I practiced my social engagement with the palliative care specialist after dinner,1
my companion helped me with my insulin shot at night,1
I practiced my social engagement with the personal trainer in the afternoon,1
I misplaced the TV while I was sweeping the floor during the day,0
I practiced my insulin shot with the herbalist at night,1
I updated my caregiver about my swelling in the morning,1
I noticed the newspaper was dusty while I was watching a movie in the morning,0
I practiced my fall prevention measures with the dentist at night,1
my caregiver helped me with my blood test after breakfast,1
I invited Grace over for some playing board games at night,0
I was using the headphones to look up more about knitting at night,0
my family member helped me with my blood test before bed,1
I practiced my cognitive exercises with the herbalist in the morning,1
I invited David over for some playing music before bed,0
I practiced my exercise with the geriatrician after dinner,1
I invited Charlie over for some traveling in the morning,0
my son helped me with my weight check after dinner,1
I spent for a short time listening to music with Ivan in the evening,0
I spent for two hours knitting with Frank before bed,0
I practiced my hydration reminder with the dietitian in the morning,1
I practiced my exercise with the dietitian at night,1
I was using the smartwatch to look up more about hiking after dinner,0
I practiced my therapy with the respite care provider in the morning,1
I practiced my mobility practice with the urologist in the morning,1
I updated my companion about my fatigue before bed,1
I noticed the book was dusty while I was going for a walk in the evening,0
I practiced my insulin shot with the specialist during the day,1
I talked to Ivan about writing for two hours,0
I spent for a few minutes listening to music with Charlie in the morning,0
I updated my caregiver about my fatigue in the morning,1
I updated my assistant about my joint pain in the morning,1
I practiced my sleep routine with the social worker at night,1
I spent for a while going for a walk with Judy in the morning,0
I spent for a while going for a walk with Ivan in the morning,0
I was using the speaker to look up more about dancing in the afternoon,0
I practiced playing board games for a short time before bed,0
I practiced my social engagement with the rheumatologist during the day,1
I practiced my medication with the caregiver in the morning,1
I was using the speaker to look up more about photography after breakfast,0
I spent for an hour painting with David before bed,0
my neighbor helped me with my medication after dinner,1
I spent for two hours reading a book with Grace during the day,0
I practiced cooking for a while after dinner,0
I practiced my hydration reminder with the therapist in the afternoon,1
I practiced my emergency preparedness plan with the gastroenterologist in the evening,1
I talked to Judy about knitting for an hour,0
I practiced my medication with the social worker at night,1
I spent for an hour doing a puzzle with David after breakfast,0
I practiced my fall prevention measures with the midwife during the day,1
I practiced my diet plan with the pharmacist at night,1
I practiced fishing for a short time in the afternoon,0
I practiced my cognitive exercises with the ophthalmologist before bed,1
I practiced my hydration reminder with the nurse after breakfast,1
I was using the headphones to look up more about traveling in the afternoon,0
I spent for two hours gardening with Ivan after dinner,0
I invited Eve over for some fishing after dinner,0
I practiced my fall prevention measures with the oncologist in the morning,1
I practiced volunteering for an hour at night,0
I practiced my cognitive exercises with the pulmonologist in the morning,1
my daughter helped me with my weight check before bed,1
I updated my friend about my fever in the morning,1
I practiced my mobility practice with the nurse after breakfast,1
I used the radio for gardening for a while,0
I practiced my mental health check-in with the doula before bed,1
I practiced my blood test with the rheumatologist in the afternoon,1
I practiced my appointment with the pulmonologist in the afternoon,1
I talked to Ivan about playing board games for a short time,0
I updated my support person about my fatigue before bed,1
I practiced my physio session with the audiologist in the morning,1
my family member helped me with my health monitoring in the evening,1
I spent for a short time painting with Alice in the morning,0
I practiced my medication with the podiatrist at night,1
I practiced my exercise with the herbalist after breakfast,1
I practiced my social engagement with the physiotherapist after dinner,1
I practiced my insulin shot with the herbalist after dinner,1
I invited David over for some hiking in the evening,0
I practiced my appointment with the pulmonologist at night,1
my assistant helped me with my fall prevention measures at night,1
I practiced my cognitive exercises with the pulmonologist at night,1
I practiced my mobility practice with the caregiver before bed,1
I practiced my medication with the nurse in the afternoon,1
I practiced my therapy with the dietitian during the day,1
I practiced my health monitoring with the dentist before bed,1
I practiced my exercise with the acupuncturist in the afternoon,1
my daughter helped me with my social engagement in the evening,1
I practiced my rehab exercises with the dietitian after breakfast,1
I practiced playing music for an hour in the morning,0
I spent for two hours knitting with Bob at night,0
I spent for a short time painting with Heidi after breakfast,0
I invited Alice over for some painting during the day,0
I spent for a few minutes cooking dinner with Ivan in the afternoon,0
I spent for a short time reading a book with Frank at night,0
my daughter helped me with my hygiene routine after breakfast,1
I spent for a few minutes cooking dinner with Judy in the afternoon,0
my son helped me with my hydration reminder in the afternoon,1
I practiced my weight check with the caregiver during the day,1
I spent for a few minutes watching a movie with Alice after dinner,0
I was using the smartwatch to look up more about hiking before bed,0
I practiced my weight check with the gastroenterologist in the evening,1
I practiced my mobility practice with the caregiver in the afternoon,1
I practiced my emergency preparedness plan with the herbalist in the evening,1
I practiced my rehab exercises with the personal trainer in the afternoon,1
I spent for two hours doing a puzzle with Frank after dinner,0
I practiced my hygiene routine with the doctor in the morning,1
my assistant helped me with my physio session after dinner,1
I invited Eve over for some doing puzzles after dinner,0
I practiced my symptom tracking with the massage therapist after breakfast,1
I spent for an hour watching a movie with Bob at night,0
I was using the smartwatch to look up more about photography after dinner,0
I practiced my weight check with the doctor after breakfast,1
I practiced my emergency preparedness plan with the ophthalmologist during the day,1
I talked to Alice about traveling for two hours,0
I practiced my therapy with the chiropractor after dinner,1
I spent for a few minutes going for a walk with Judy before bed,0
I spent for two hours painting with Alice after dinner,0
I spent for a short time cooking dinner with Heidi at night,0
I spent for two hours knitting with Ivan at night,0
I misplaced the newspaper while I was taking out the trash before bed,0
I practiced my diet plan with the caregiver in the morning,1
I misplaced the phone while I was folding laundry after dinner,0
I updated my assistant about my fatigue after dinner,1
I spent for a few minutes watching a movie with David during the day,0
I practiced collecting stamps for a few minutes in the afternoon,0
I talked to Grace about yoga for an hour,0
I spent for an hour knitting with Judy after breakfast,0
I invited Grace over for some playing board games in the morning,0
I misplaced the newspaper while I was mopping the floor in the morning,0
I practiced my mobility practice with the therapist during the day,1
I spent for an hour reading a book with Frank in the afternoon,0
I practiced my mobility practice with the geriatrician during the day,1
I was using the headphones to look up more about painting in the evening,0
my son helped me with my therapy during the day,1
I spent for a short time watching a movie with Charlie after breakfast,0
I was using the laptop to look up more about photography before bed,0
I spent for two hours knitting with Heidi in the afternoon,0
my aide helped me with my blood test during the day,1
I spent for a while listening to music with Alice after dinner,0
I practiced my blood test with the caregiver in the afternoon,1
I misplaced the magazine while I was watering the plants after dinner,0
I practiced my rehab exercises with the pulmonologist after dinner,1
I practiced my hygiene routine with the audiologist before bed,1
I noticed the newspaper was dusty while I was playing a game after dinner,0
I spent for a few minutes playing a game with Judy in the morning,0
I practiced my insulin shot with the doula after breakfast,1
I invited Frank over for some traveling at night,0
I invited Ivan over for some writing in the evening,0
I practiced my hygiene routine with the home health aide after dinner,1
I practiced my medication with the gastroenterologist after breakfast,1
I updated my spouse about my rash before bed,1
I practiced my health monitoring with the counselor at night,1
my neighbor helped me with my emergency preparedness plan after dinner,1
I talked to Grace about yoga for a while,0
I practiced my emergency preparedness plan with the nurse during the day,1
I practiced my weight check with the doula after dinner,1
I spent for a short time reading a book with David at night,0
I spent for an hour knitting with Judy at night,0
I practiced my fall prevention measures with the aesthetician at night,1
I noticed the tools was dusty while I was reading a book at night,0
I spent for an hour watching a movie with Ivan after breakfast,0
I invited Ivan over for some playing music after dinner,0
I talked to Charlie about fishing for two hours,0
I practiced my mobility practice with the oncologist during the day,1
I spent for an hour listening to music with Eve after breakfast,0
I spent for a short time painting with David in the evening,0
I spent for two hours painting with David in the morning,0
I spent for two hours listening to music with Eve before bed,0
I spent for a while reading a book with Frank after breakfast,0
I spent for two hours playing a game with David in the evening,0
I invited Frank over for some writing at night,0
I practiced my symptom tracking with the hospice worker in the afternoon,1
I spent for an hour playing a game with Frank at night,0
I practiced my hydration reminder with the neurologist before bed,1
I talked to Grace about traveling for a few minutes,0
I was using the phone to look up more about playing board games in the evening,0
I spent for an hour gardening with Eve in the evening,0
I spent for a short time painting with Alice at night,0
I practiced my cognitive exercises with the urologist in the evening,1
I noticed the tools was dusty while I was gardening after dinner,0
I practiced my medication with the massage therapist in the morning,1
I was using the tablet to look up more about gardening in the morning,0
I practiced my fall prevention measures with the nurse after breakfast,1
I invited Grace over for some knitting in the afternoon,0
I talked to Alice about collecting stamps for a short time,0
I practiced my sleep routine with the gastroenterologist in the afternoon,1
I practiced my rehab exercises with the pharmacist in the afternoon,1
I invited Judy over for some playing music in the morning,0
I spent for a while playing a game with David in the afternoon,0
I was using the smartwatch to look up more about traveling after breakfast,0
I practiced my fall prevention measures with the pulmonologist during the day,1
I spent for a few minutes knitting with Bob in the morning,0
I spent for a while going for a walk with Grace during the day,0
I spent for a few minutes listening to music with David in the evening,0
I invited David over for some painting after dinner,0
I misplaced the book while I was dusting the shelves after dinner,0
my companion helped me with my appointment in the afternoon,1
I spent for a while doing a puzzle with Eve before bed,0
I practiced my social engagement with the palliative care specialist in the morning,1
I spent for an hour reading a book with Eve at night,0
I practiced my emergency preparedness plan with the aesthetician at night,1
I practiced my health monitoring with the specialist before bed,1
I practiced my insulin shot with the doula during the day,1
I spent for an hour playing a game with Eve at night,0
I practiced my hygiene routine with the dietitian during the day,1
I practiced my diet plan with the cardiologist in the afternoon,1
I practiced my rehab exercises with the psychiatrist in the evening,1
I misplaced the phone while I was taking out the trash before bed,0
I spent for a few minutes gardening with Ivan after dinner,0
my companion helped me with my fall prevention measures after breakfast,1
I practiced my symptom tracking with the massage therapist during the day,1
I spent for a few minutes knitting with Ivan in the morning,0
I practiced my health monitoring with the respite care provider after breakfast,1
I noticed the book was dusty while I was knitting before bed,0
I spent for an hour painting with Ivan at night,0
I practiced my exercise with the oncologist during the day,1
my friend helped me with my insulin shot in the evening,1
I practiced my hydration reminder with the doctor in the afternoon,1
my assistant helped me with my insulin shot in the morning,1
my friend helped me with my social engagement in the morning,1
I spent for a few minutes painting with Heidi after dinner,0
I spent for an hour doing a puzzle with Charlie at night,0
I was using the tablet to look up more about collecting stamps in the afternoon,0
I updated my friend about my shortness of breath during the day,1
I noticed the book was dusty while I was gardening in the evening,0
I spent for two hours gardening with Charlie after dinner,0
I practiced my mental health check-in with the respite care provider during the day,1
I spent for an hour doing a puzzle with Ivan after breakfast,0
I practiced my insulin shot with the home health aide in the evening,1
I practiced my mental health check-in with the midwife before bed,1
my assistant helped me with my sleep routine after dinner,1
I was using the gaming console to look up more about writing in the evening,0
I practiced my symptom tracking with the ophthalmologist at night,1
I noticed the radio was dusty while I was painting during the day,0
I practiced my rehab exercises with the counselor at night,1
I spent for two hours listening to music with Charlie in the afternoon,0
I practiced my symptom tracking with the herbalist in the morning,1
I practiced my appointment with the social worker at night,1
I was using the e-reader to look up more about fishing during the day,0
I practiced my mobility practice with the respite care provider in the afternoon,1
I practiced my insulin shot with the occupational therapist during the day,1
I practiced my social engagement with the social worker in the morning,1
I spent for two hours cooking dinner with Frank after dinner,0
I practiced my therapy with the specialist in the evening,1
I practiced my hydration reminder with the therapist before bed,1
I invited Charlie over for some collecting stamps during the day,0
I practiced my mental health check-in with the home care nurse in the evening,1
I practiced my blood test with the midwife after dinner,1
I practiced my mobility practice with the nurse during the day,1
I invited Bob over for some writing in the morning,0
I practiced my appointment with the respite care provider after dinner,1
I misplaced the phone while I was vacuuming the living room after breakfast,0
I updated my son about my chest pain during the day,1
I was using the tablet to look up more about fishing at night,0
I invited Ivan over for some doing puzzles in the evening,0
I practiced my fall prevention measures with the psychiatrist in the afternoon,1
I spent for two hours watching a movie with Eve before bed,0
my assistant helped me with my mental health check-in after dinner,1
I practiced painting for two hours after dinner,0
my neighbor helped me with my fall prevention measures after dinner,1
I practiced my mental health check-in with the social worker in the afternoon,1
I spent for a short time cooking dinner with Heidi after breakfast,0
I misplaced the remote control while I was taking out the trash in the evening,0
I talked to Ivan about cooking for a short time,0
my helper helped me with my hydration reminder after breakfast,1
I talked to Heidi about yoga for a few minutes,0
I practiced meditation for a while in the afternoon,0
I was using the TV to look up more about meditation during the day,0
I spent for a few minutes doing a puzzle with Alice in the morning,0
my caregiver helped me with my appointment in the evening,1
I practiced my diet plan with the psychiatrist at night,1
I practiced my hydration reminder with the endocrinologist in the afternoon,1
I spent for a while knitting with David in the evening,0
I spent for a while listening to music with Frank before bed,0
I practiced my therapy with the palliative care specialist before bed,1
I talked to Eve about gardening for an hour,0
I practiced my social engagement with the aesthetician in the afternoon,1
I practiced my cognitive exercises with the doula before bed,1
my assistant helped me with my mobility practice before bed,1
I talked to Bob about yoga for a while,0
I invited Alice over for some fishing after dinner,0
I spent for a while playing a game with Heidi before bed,0
I noticed the phone was dusty while I was doing a puzzle after dinner,0
I practiced my hydration reminder with the podiatrist after dinner,1
I updated my son about my sore throat in the afternoon,1
I practiced my medication with the personal trainer before bed,1
I spent for two hours playing a game with Frank after breakfast,0
I invited Grace over for some doing puzzles before bed,0
I practiced my rehab exercises with the psychiatrist before bed,1
I spent for an hour going for a walk with Alice in the afternoon,0
I practiced my symptom tracking with the herbalist before bed,1
I practiced my weight check with the cardiologist during the day,1
I spent for a while playing a game with Judy at night,0
I practiced my medication with the cardiologist at night,1
I was using the gaming console to look up more about painting in the afternoon,0
I spent for a while going for a walk with Bob after breakfast,0
I noticed the book was dusty while I was playing a game in the afternoon,0
my assistant helped me with my hygiene routine in the afternoon,1
I invited Ivan over for some gardening during the day,0
I spent for an hour listening to music with Judy in the evening,0
my spouse helped me with my weight check in the afternoon,1
I spent for a few minutes reading a book with Frank after dinner,0
I invited Charlie over for some doing puzzles after breakfast,0
I practiced my sleep routine with the dietitian in the afternoon,1
I was using the gaming console to look up more about playing board games before bed,0
I practiced my hydration reminder with the urologist after dinner,1
I talked to Frank about meditation for a short time,0
I noticed the TV was dusty while I was cooking dinner during the day,0
I practiced my medication with the psychiatrist after dinner,1
I practiced my insulin shot with the hospice worker after dinner,1
I was using the headphones to look up more about volunteering during the day,0
I practiced my diet plan with the palliative care specialist in the morning,1
I updated my helper about my fatigue before bed,1
I misplaced the cleaning supplies while I was organizing the closet in the evening,0
I helped Grace with mopping the floor for an hour,0
I updated my family member about my cough during the day,1
I practiced my blood test with the podiatrist before bed,1
I invited Eve over for some collecting stamps in the evening,0
I practiced my mobility practice with the geriatrician in the morning,1
I spent for an hour listening to music with Grace after dinner,0
my helper helped me with my symptom tracking in the evening,1
I invited Frank over for some volunteering after dinner,0
I practiced my appointment with the occupational therapist at night,1
I practiced my exercise with the chiropractor at night,1
I spent for an hour reading a book with Bob before bed,0
I talked to Frank about knitting for a few minutes,0
I spent for a while cooking dinner with Ivan in the morning,0
I spent for an hour reading a book with Bob in the morning,0
I practiced my social engagement with the ophthalmologist in the evening,1
I practiced my diet plan with the dermatologist in the morning,1
I practiced my rehab exercises with the doctor in the evening,1
I spent for two hours going for a walk with Judy in the afternoon,0
I practiced my appointment with the therapist at night,1
I was using the phone to look up more about photography during the day,0
I practiced my diet plan with the home care nurse during the day,1
I invited Judy over for some hiking in the afternoon,0
I spent for a while listening to music with Judy after breakfast,0
I spent for a while watching a movie with David after dinner,0
I talked to Judy about bird watching for two hours,0
I practiced my mental health check-in with the audiologist in the morning,1
I spent for a few minutes reading a book with Charlie after breakfast,0
I was using the e-reader to look up more about gardening in the afternoon,0
I noticed the radio was dusty while I was knitting in the evening,0
I practiced my hygiene routine with the geriatrician at night,1
I spent for two hours gardening with Eve after dinner,0
I invited Alice over for some hiking in the afternoon,0
I practiced my hydration reminder with the massage therapist in the morning,1
my helper helped me with my appointment before bed,1
I spent for a while knitting with Bob during the day,0
I was using the laptop to look up more about dancing at night,0
I practiced my blood test with the herbalist before bed,1
I used the tablet for knitting for two hours,0
I practiced my therapy with the respite care provider before bed,1
I practiced my sleep routine with the nurse during the day,1
I practiced my cognitive exercises with the therapist after dinner,1
I spent for a while painting with Bob during the day,0
I misplaced the tools while I was vacuuming the living room in the afternoon,0
I practiced my health monitoring with the counselor during the day,1
I invited Alice over for some traveling before bed,0
I practiced my therapy with the pulmonologist after dinner,1
I invited Grace over for some meditation after breakfast,0
I misplaced the radio while I was mopping the floor during the day,0
I practiced my rehab exercises with the rheumatologist during the day,1
I practiced my hydration reminder with the rheumatologist in the evening,1
I talked to Charlie about collecting stamps for an hour,0
I practiced my diet plan with the hospice worker in the morning,1
I was using the TV to look up more about knitting after dinner,0
I was using the e-reader to look up more about doing puzzles in the evening,0
I misplaced the book while I was watering the plants before bed,0
I practiced collecting stamps for a while after dinner,0
my son helped me with my therapy in the morning,1
I misplaced the remote control while I was dusting the shelves in the afternoon,0
I invited Ivan over for some volunteering in the morning,0
my helper helped me with my hydration reminder in the morning,1
I spent for a few minutes going for a walk with Bob in the afternoon,0
I updated my son about my headache during the day,1
I practiced my insulin shot with the doctor during the day,1
I practiced my social engagement with the specialist before bed,1
I practiced my mobility practice with the home care nurse in the afternoon,1
I talked to Charlie about yoga for a while,0
I practiced my mental health check-in with the home care nurse in the afternoon,1
I practiced my exercise with the specialist in the afternoon,1
I practiced my insulin shot with the dermatologist in the afternoon,1
I practiced my sleep routine with the aesthetician after dinner,1
I spent for a few minutes painting with Eve before bed,0
I invited David over for some playing board games in the afternoon,0
I spent for a few minutes reading a book with Frank in the evening,0
I invited Charlie over for some dancing in the morning,0
I spent for an hour knitting with Ivan during the day,0
I misplaced the book while I was mopping the floor at night,0
my companion helped me with my emergency preparedness plan during the day,1
I practiced my emergency preparedness plan with the pharmacist after breakfast,1
I talked to Grace about playing board games for a while,0
I spent for a few minutes reading a book with Bob after dinner,0
I spent for two hours cooking dinner with Charlie at night,0
I spent for a while playing a game with David in the morning,0
I spent for a short time knitting with Ivan in the evening,0
I practiced volunteering for a while in the evening,0
I invited Bob over for some gardening after breakfast,0
my neighbor helped me with my hydration reminder after breakfast,1
I practiced my physio session with the dietitian during the day,1
my spouse helped me with my blood test after breakfast,1
I invited Heidi over for some playing board games in the evening,0
I spent for an hour playing a game with Grace during the day,0
I invited Grace over for some doing puzzles in the evening,0
I practiced my social engagement with the social worker after breakfast,1
I practiced cooking for a while in the evening,0
I was using the smartwatch to look up more about playing music in the afternoon,0
my daughter helped me with my fall prevention measures in the evening,1
I spent for two hours watching a movie with Alice during the day,0
I spent for a while cooking dinner with Frank after dinner,0
I noticed the cleaning supplies was dusty while I was going for a walk during the day,0
I misplaced the laptop while I was watering the plants in the evening,0
I spent for two hours playing a game with Grace in the morning,0
I practiced my hydration reminder with the rheumatologist before bed,1
I spent for an hour watching a movie with Grace after dinner,0
my spouse helped me with my sleep routine after breakfast,1
I practiced my hygiene routine with the therapist in the afternoon,1
I practiced my hygiene routine with the herbalist in the afternoon,1
I practiced my hydration reminder with the psychiatrist after dinner,1
I practiced my rehab exercises with the acupuncturist in the evening,1
I practiced my hydration reminder with the naturopath at night,1
I spent for two hours doing a puzzle with Bob before bed,0
I was using the radio to look up more about meditation after breakfast,0
my assistant helped me with my therapy after dinner,1
I practiced my diet plan with the cardiologist after dinner,1
I practiced my hydration reminder with the naturopath after breakfast,1
I talked to David about gardening for a few minutes,0
my friend helped me with my diet plan in the morning,1
I spent for a while knitting with Ivan in the evening,0
I practiced my therapy with the palliative care specialist in the evening,1
I practiced my fall prevention measures with the gastroenterologist after dinner,1
I practiced my medication with the neurologist after dinner,1
I practiced my social engagement with the optometrist after breakfast,1
I practiced my emergency preparedness plan with the psychiatrist before bed,1
I spent for a short time listening to music with David during the day,0
I talked to Charlie about fishing for a few minutes,0
I invited Ivan over for some photography after breakfast,0
I practiced my hydration reminder with the personal trainer at night,1
I spent for a few minutes painting with Alice after dinner,0
I practiced my health monitoring with the podiatrist before bed,1
I misplaced the radio while I was sweeping the floor before bed,0
I spent for a few minutes playing a game with Grace during the day,0
I practiced my cognitive exercises with the doctor after dinner,1
I updated my companion about my fever in the evening,1
I practiced my emergency preparedness plan with the pulmonologist in the morning,1
I was using the speaker to look up more about yoga before bed,0
my daughter helped me with my weight check after breakfast,1
I spent for an hour doing a puzzle with Charlie after dinner,0
my son helped me with my emergency preparedness plan in the evening,1
I spent for a while cooking dinner with Grace in the morning,0
my support person helped me with my mobility practice in the afternoon,1
I practiced my diet plan with the dietitian in the evening,1
I invited Alice over for some volunteering in the morning,0
my assistant helped me with my hydration reminder before bed,1
I spent for two hours listening to music with Eve during the day,0
I spent for a while knitting with Judy during the day,0
I noticed the remote control was dusty while I was watching a movie in the afternoon,0
I talked to Judy about volunteering for a while,0
I practiced my insulin shot with the massage therapist in the morning,1
I spent for a short time on my tablet before bed,0
I spent for a while knitting with Grace before bed,0
I practiced my health monitoring with the dentist at night,1
I practiced my sleep routine with the oncologist after breakfast,1
I spent for a short time knitting with Grace during the day,0
I spent for two hours going for a walk with Ivan in the afternoon,0
I practiced my appointment with the doctor at night,1
I talked to Ivan about writing for a short time,0
I practiced my blood test with the audiologist in the evening,1
I practiced my sleep routine with the cardiologist in the morning,1
I practiced my emergency preparedness plan with the dermatologist at night,1
I spent for two hours going for a walk with David after dinner,0
my caregiver helped me with my cognitive exercises after breakfast,1
I misplaced the radio while I was cleaning the kitchen during the day,0
I practiced my exercise with the personal trainer during the day,1
my companion helped me with my mobility practice at night,1
I practiced my physio session with the massage therapist in the evening,1
I practiced my mobility practice with the psychiatrist in the afternoon,1
I practiced my insulin shot with the dietitian during the day,1
I spent for a while painting with Bob in the morning,0
I practiced my therapy with the nurse in the afternoon,1
I spent for a few minutes playing a game with Judy before bed,0
I was using the headphones to look up more about meditation before bed,0
I spent for a few minutes painting with David after dinner,0
I practiced my rehab exercises with the nurse after dinner,1
I practiced my cognitive exercises with the pharmacist in the afternoon,1
I noticed the tools was dusty while I was knitting in the afternoon,0
I updated my aide about my memory loss in the evening,1
I practiced my fall prevention measures with the massage therapist after breakfast,1
I practiced my rehab exercises with the oncologist during the day,1
I practiced my health monitoring with the counselor after dinner,1
I invited Bob over for some writing in the evening,0
I invited Grace over for some gardening before bed,0
my friend helped me with my therapy after dinner,1
I spent for an hour playing a game with Ivan after dinner,0
I spent for a few minutes knitting with Frank before bed,0
I practiced my medication with the endocrinologist after breakfast,1
I spent for a short time cooking dinner with Grace after dinner,0
I practiced my exercise with the doctor in the afternoon,1
I spent for an hour going for a walk with Bob before bed,0
I practiced my exercise with the occupational therapist after dinner,1
I spent for a few minutes gardening with Frank in the morning,0
I practiced my appointment with the home care nurse after breakfast,1
I spent for a short time watching a movie with Charlie before bed,0
I practiced my diet plan with the aesthetician before bed,1
I spent for two hours listening to music with Alice after dinner,0
I invited Ivan over for some volunteering during the day,0
I practiced my insulin shot with the doctor in the evening,1
my spouse helped me with my mental health check-in during the day,1
I practiced my fall prevention measures with the ophthalmologist after dinner,1
I practiced my emergency preparedness plan with the audiologist in the morning,1
my helper helped me with my health monitoring after breakfast,1
I spent for a while playing a game with Bob in the evening,0
I spent for a short time doing a puzzle with Heidi before bed,0
I misplaced the laptop while I was watering the plants in the morning,0
I spent for a short time cooking dinner with David during the day,0
I practiced knitting for a few minutes in the afternoon,0
I spent for a short time doing a puzzle with Ivan during the day,0
I was using the gaming console to look up more about traveling before bed,0
I misplaced the book while I was sweeping the floor in the morning,0
I spent for a short time knitting with Heidi before bed,0
I practiced my symptom tracking with the ophthalmologist during the day,1
I practiced my health monitoring with the caregiver before bed,1
I practiced my therapy with the naturopath in the afternoon,1
my spouse helped me with my hydration reminder in the morning,1
I practiced my symptom tracking with the dentist in the evening,1
I spent for two hours knitting with Frank in the evening,0
I invited Frank over for some photography in the evening,0
I practiced my social engagement with the hospice worker after breakfast,1
my helper helped me with my therapy after dinner,1
I was using the gaming console to look up more about photography after breakfast,0
I practiced my rehab exercises with the audiologist before bed,1
I spent for a short time playing a game with David in the evening,0
I practiced my insulin shot with the acupuncturist in the evening,1
I practiced my therapy with the pulmonologist in the morning,1
I practiced my medication with the naturopath after breakfast,1
I practiced my hygiene routine with the geriatrician before bed,1
I practiced my appointment with the specialist in the evening,1
I noticed the cleaning supplies was dusty while I was playing a game in the afternoon,0
I invited Frank over for some gardening at night,0
I practiced my cognitive exercises with the pulmonologist in the evening,1
I practiced hiking for an hour during the day,0
I practiced my sleep routine with the doula during the day,1
I updated my friend about my nausea in the afternoon,1
I was using the laptop to look up more about cooking in the afternoon,0
I spent for a short time going for a walk with Alice in the morning,0
